epoch,train_loss,validation_dice,validation_iou,encoder_lr,decoder_lr,elapsed_seconds,is_best,fg_mscb_alpha1_mean,fg_mscb_alpha1_std,fg_mscb_alpha3_mean,fg_mscb_alpha3_std,fg_mscb_alpha5_mean,fg_mscb_alpha5_std,fg_mscb_guidance_strength
1,1.2789883099350274,0.2466704738991601,0.14097739862544195,9.75e-06,9.75e-05,28.20186972618103,True,1.0000445162199467,8.354150832654146e-05,0.999708338532868,0.00018621274627819977,1.000247149905939,0.00014941157656194953,0.049916837364435196
2,0.8836011377247897,0.2585423652614866,0.14882561351571763,1.65e-05,0.000165,51.88418436050415,True,0.999760446785967,0.0003411471440071354,0.9995721062937916,0.00034803648849945614,1.000667448244789,0.00019852440630649875,0.04937896877527237
3,0.8066791599447077,0.31443023681640625,0.1868650040456227,2.325e-05,0.00023249999999999999,75.48219418525696,True,0.9997640797004845,0.0006513292327992327,0.9974763436792454,0.001362704498769292,1.0027595797717799,0.0019531213601631466,0.0567939393222332
4,0.7417511517351324,0.3748590350151062,0.23100950036730086,2.9999999999999997e-05,0.0003,98.8993923664093,True,0.9904025995411635,0.007438866716018187,0.989533600176888,0.004387182137884004,1.0200638027483475,0.011719819079779599,0.07407300174236298
5,0.5482064593922008,0.42872755016599384,0.2733759092433112,2.9999999999999997e-05,0.0002999999999999999,122.44337058067322,True,0.9953680719452342,0.006820484440768996,0.9854276802804735,0.0015152125191951872,1.0192042477742922,0.006401722910506212,0.06596595048904419
6,0.45372366146607834,0.4396923950740269,0.2845044732093811,2.9994874144836842e-05,0.0002999487414483684,146.12451934814453,True,1.031511943550402,0.02224018164714647,0.9754742350614848,0.0062964857327129685,0.9930138250420377,0.01638024371687345,0.06931544095277786
7,0.41250112652778625,0.46618814553533283,0.3071124830416271,2.9979500471849766e-05,0.00029979500471849756,170.03894639015198,True,1.0579177440811391,0.029054351748634376,0.9611607660735704,0.011672197937817803,0.9809214861456919,0.0188102972512319,0.06906409561634064
8,0.38478372313759546,0.6243389759744916,0.45835602283477783,2.995389065559004e-05,0.00029953890655590035,193.51764297485352,True,1.046588607583466,0.025568331399190562,0.9650412686483156,0.009883518329132259,0.9883701293404532,0.01655785311836337,0.06917159259319305
9,0.37236374616622925,0.7464970605713981,0.5990707533700126,2.9918064143792315e-05,0.0002991806414379231,217.17241191864014,True,1.0398247406857224,0.026682102172594608,0.9652139442177111,0.009935019812804714,0.9949613123561231,0.017286871397406995,0.06717940419912338
10,0.35396900285374033,0.8001148700714111,0.669459615434919,2.987204814260629e-05,0.0002987204814260629,240.7142369747162,True,1.0179328505563554,0.020883053630494794,0.970667065879851,0.006475810185933975,1.0114000879485032,0.014963289525355495,0.06706256419420242
11,0.3344581980596889,0.831122602735247,0.7133574230330331,2.981587759593675e-05,0.0002981587759593675,264.1266140937805,True,0.9841233277686254,0.03496699739245661,0.9723828604851646,0.0051646738468980845,1.0434938080466114,0.033153393362868155,0.07398635149002075
12,0.3338527023792267,0.8479988830430167,0.7382548366274152,2.974959515890764e-05,0.00029749595158907636,287.59331011772156,True,0.7978111019879008,0.16317379677678212,0.8707019958231185,0.11037851867261084,1.331486904301406,0.2708629551700153,0.09913507848978043
13,0.31615108739246023,0.8592875514711652,0.7553104332515171,2.967325116547038e-05,0.0002967325116547037,310.97236704826355,True,0.52499836933651,0.2671713709223821,0.5904420278999434,0.24885574765992916,1.8845596053134437,0.514834494081828,0.11502841860055923
14,0.3087086309086193,0.8685016546930585,0.7695298450333732,2.958690359018096e-05,0.00029586903590180956,334.2084414958954,True,0.32387463588094056,0.2740237289008292,0.38799356349583997,0.26336836130094227,2.288131807361983,0.5354352911233716,0.12381232529878616
