epoch,train_loss,validation_dice,validation_iou,encoder_lr,decoder_lr,elapsed_seconds,is_best,fg_mscb_stage1_alpha1_mean,fg_mscb_stage1_alpha1_std,fg_mscb_stage1_alpha3_mean,fg_mscb_stage1_alpha3_std,fg_mscb_stage1_alpha5_mean,fg_mscb_stage1_alpha5_std,fg_mscb_stage1_sample_count,fg_mscb_stage1_guidance_strength,fg_mscb_stage2_alpha1_mean,fg_mscb_stage2_alpha1_std,fg_mscb_stage2_alpha3_mean,fg_mscb_stage2_alpha3_std,fg_mscb_stage2_alpha5_mean,fg_mscb_stage2_alpha5_std,fg_mscb_stage2_sample_count,fg_mscb_stage2_guidance_strength,fg_mscb_stage3_alpha1_mean,fg_mscb_stage3_alpha1_std,fg_mscb_stage3_alpha3_mean,fg_mscb_stage3_alpha3_std,fg_mscb_stage3_alpha5_mean,fg_mscb_stage3_alpha5_std,fg_mscb_stage3_sample_count,fg_mscb_stage3_guidance_strength
11,0.3595602382784304,0.8240087529023489,0.7015312214692434,2.9932308703405904e-05,0.00029930207939028844,316.6062579154968,True,0.9367319896508908,0.07461424917623688,0.8892277094619028,0.13123190033721344,1.1740403011338465,0.20484484464633387,1450,0.08154718577861786,0.9105035931077496,0.035304782951919904,0.9619264852589574,0.014410531439842049,1.1275699225787459,0.048643425455828476,1450,0.07761885970830917,1.013771164417267,0.017939848643185388,0.9997425725542266,0.004717881320002745,0.9864862586300949,0.015658000151297154,1450,0.044418275356292725
12,0.34683301202628924,0.8382409811019897,0.7223547995090485,2.990789053231554e-05,0.0002990503196262878,345.45321798324585,True,0.9388951948593403,0.06915852363081394,0.9008620539615895,0.1242641140702464,1.160242756029655,0.19282721727704086,1450,0.08150515705347061,0.8997363061329414,0.046524460619618284,0.9574708319121393,0.01741650936563222,1.1427928671343572,0.06330572911027867,1450,0.08069638162851334,1.0055691245095484,0.014278653326285442,0.9966322427371452,0.006573039864621791,0.9977986301635874,0.010020790767348095,1450,0.046296413987874985
13,0.3311675511624502,0.8479194144407908,0.7368146578470866,2.987973279241265e-05,0.00029876000361832354,374.51360607147217,True,0.9506675053053889,0.0827076887089071,0.9217500868285524,0.14813606461277165,1.127582406011121,0.22924159996661544,1450,0.08497540652751923,0.9023036019144387,0.048769483828816,0.9670868030909834,0.014069180254417392,1.130609596268884,0.06259121291343066,1450,0.08060826361179352,1.002190888873462,0.018726252929773788,0.9921229096527757,0.009318395576779413,1.0056862029947085,0.011359299369392475,1450,0.04704715311527252
14,0.32981756588687067,0.8556604584058126,0.7486169934272766,2.9847842792040242e-05,0.00029843120671793215,403.48611307144165,True,0.9264915771833782,0.14588439842994438,0.8959807853554858,0.1868155899959463,1.1775276355496769,0.3318274179817088,1450,0.08790192008018494,0.9109142107388069,0.05241301498008167,0.9723018805734043,0.01178852261345402,1.1167839156759196,0.06399474756960419,1450,0.08095722645521164,1.0016695338282091,0.020154514484250742,0.9901326020832719,0.010368697326508872,1.0081978631841726,0.012565474053251856,1450,0.044705748558044434
15,0.31372481552155124,0.8611953953901926,0.7571636339028677,2.9812228808249737e-05,0.00029806401426436796,432.24691891670227,True,0.9364262888529178,0.16337450205087592,0.9370593414725414,0.23020016958132497,1.1265143727639626,0.3901931144864425,1450,0.0865684524178505,0.9131235632403144,0.07801428652574899,0.9695930406965059,0.020530470813980052,1.1172833949121936,0.09806278930931425,1450,0.08479606360197067,0.9862991001277134,0.015360076472566537,0.992454773228744,0.00916900358244216,1.021246128822195,0.011588928637219815,1450,0.045860160142183304
16,0.3095413929094439,0.8664178053538004,0.7652569313844045,2.977290008465267e-05,0.0002976585215624534,460.83049488067627,True,0.9094682571908523,0.18971474035097505,0.8755257136474267,0.2745149623374296,1.2150060298730587,0.46118328610703924,1450,0.09029942750930786,0.9372694181984869,0.10168550735951057,0.9723384368419647,0.01687954006310907,1.0903921524820657,0.11583492391905732,1450,0.08367771655321121,0.9804666642484994,0.010669938051631665,0.9912087550245482,0.009200348081802711,1.028324576410754,0.011046645215699416,1450,0.04433019086718559
17,0.3140444389503935,0.8709619839986166,0.772413988908132,2.9729866829021498e-05,0.0002972148338578424,489.71926975250244,True,0.7871985545163525,0.2257218710167054,0.7038539564465012,0.2870930187181573,1.5089474871240813,0.5102301681828927,1450,0.09015356749296188,1.005685005557948,0.12358768966442056,0.9729038261134049,0.011912887256109917,1.021411170096233,0.12785119726732697,1450,0.08666574954986572,0.9687298707304329,0.014037443794739661,0.9850951605418633,0.009262282859292507,1.0461749689743436,0.017128685460920993,1450,0.04616589471697807
18,0.30561407169570093,0.875364621480306,0.7794052958488464,2.9683140210640187e-05,0.000296733066309704,518.5996601581573,True,0.8760544693778302,0.22943239860890186,0.8804806986541069,0.36950702020986914,1.2434648349598565,0.5904951367453292,1450,0.09368780255317688,1.1771776412273276,0.2970426783530408,0.935127881600939,0.06720288911543079,0.8876944801185666,0.247272766612506,1450,0.09629583358764648,0.9626795622398113,0.015856028263091786,0.9791294525820633,0.01380961897082772,1.0581909878911644,0.022847202611555865,1450,0.047550179064273834
19,0.29672879758088483,0.8788822094599406,0.7850032647450765,2.963273235740521e-05,0.00029621334396083305,547.5155227184296,True,0.9526849287388653,0.2997171895285963,0.9947278576928736,0.45392337861880555,1.052587217138759,0.7370574401098304,1450,0.0986410528421402,1.8815869025526375,0.5013345440106313,0.6763160291930724,0.22587435562625857,0.4420970624483367,0.2857013116661199,1450,0.10726296156644821,0.9565052748548574,0.02374667767807767,0.9297214248262603,0.03666106995512489,1.113773304840614,0.054574898459276065,1450,0.05693952739238739
20,0.27780958070703177,0.8826536238193512,0.7910039822260538,2.9578656352677758e-05,0.0002956558017051948,576.1441929340363,True,1.0080512402187392,0.4346553526653205,0.8266942553906621,0.40779864414688394,1.16525449801686,0.8349497638989849,1450,0.10349322855472565,2.0623786042065455,0.5998060094117804,0.5485533490619654,0.2863197374356471,0.3890680441070059,0.3207791721316666,1450,0.12152540683746338,0.9005278542123992,0.049646655240323787,0.8258459973129733,0.07543126784129461,1.2736261500983403,0.11869942022322905,1450,0.06451385468244553
21,0.28228691868160083,0.8865693906943003,0.7972788115342458,2.952092623188796e-05,0.00029506058425291383,605.2903409004211,True,1.1136525745092538,0.46651522743579055,0.9330464670420142,0.45223180632914833,0.9533009563928374,0.9012984953786486,1450,0.11346566677093506,2.167144167135502,0.6768353262332817,0.46572758244960727,0.3174468938426624,0.3671282460590712,0.36875707488392345,1450,0.12813104689121246,0.8818952172378014,0.06916618971825632,0.5993561175054517,0.16962747490366287,1.518748671350808,0.22562703640538076,1450,0.07350141555070877
22,0.2789817154407501,0.889719565709432,0.8024099270502726,2.9459556978891967e-05,0.0002944278460927138,634.0869376659393,True,1.3393874159342096,0.6614253394381205,0.836131781325244,0.3926774507250706,0.8244807951406783,0.989573810174423,1450,0.1248413622379303,1.8195478541712309,0.919638632138426,0.5150011994094279,0.3471354087510857,0.6654509444487339,0.6063923245093573,1450,0.1396486461162567,0.6324072613644189,0.19171606973062993,0.3148453312283703,0.18298885604236076,2.052747409014866,0.36637386490467916,1450,0.08958134800195694
23,0.2615041334343993,0.892575075229009,0.807093620300293,2.9394564522082912e-05,0.00029375775145182043,662.7731819152832,True,1.4206088507811665,0.7568519045927777,0.6845800806257364,0.3647133007146343,0.894811068342589,1.0557469316930612,1450,0.13115665316581726,2.3144367978169487,0.8043288183869837,0.2706134636751612,0.27326882807623853,0.414949741672397,0.5739013278946458,1450,0.14928479492664337,0.29288038166737634,0.21381597456540227,0.13296303951586919,0.15315681756794833,2.574156575778435,0.3627953664014288,1450,0.09863440692424774
24,0.26126740678496985,0.8951184153556824,0.8112227618694305,2.932596573025668e-05,0.0002930504742533362,691.6680974960327,True,1.3409760666809714,0.8510925972438229,0.5658893918993927,0.3432991879799329,1.0931345382059727,1.1349345651448468,1450,0.14066831767559052,1.994756421637079,1.0106113809462731,0.27853585114569923,0.25835513809710275,0.7267077254187317,0.8298899602989198,1450,0.15946277976036072,0.18823729510298642,0.1817567592766903,0.08311240883993315,0.12757611380023784,2.728650299927284,0.30605755794665274,1450,0.09978209435939789
25,0.25871563573246414,0.8971568544705709,0.814454048871994,2.925377840823361e-05,0.00029230619807109836,720.5619823932648,True,1.1757751859538634,0.9497042828476941,0.42767507802023674,0.32088568571964726,1.3965497357374412,1.2152927919331316,1450,0.14846651256084442,1.8712445614833368,1.1043596685559474,0.27008408157826397,0.25102639421303435,0.858671354366217,0.9410941097896217,1450,0.15826521813869476,0.13136041000150225,0.15275272089870456,0.05812787482446358,0.10184135994191006,2.810511716563126,0.25254675330908527,1450,0.10368662327528
26,0.25601997874353244,0.9006347258885702,0.820125937461853,2.9178021292237275e-05,0.0002915251160820327,749.5240411758423,True,1.3904528978557886,1.0276634448471293,0.3909982984760117,0.2862141355218637,1.2185488093449897,1.2187756648515562,1450,0.1572413146495819,1.694515312123106,1.1557750137689764,0.2507906392658638,0.23413522849625437,1.054694048191539,1.0378436551220727,1450,0.16464515030384064,0.11238871557230595,0.14527566982233847,0.051097041544602345,0.09809588611208812,2.8365142412843376,0.2413575972504161,1450,0.10684802383184433
27,0.2638161334654559,0.9033677577972412,0.8246558507283529,2.9098714045031468e-05,0.00029070743101601424,778.3287670612335,True,1.4026054737393654,1.1302399618170247,0.2864762864162298,0.25269912446564535,1.3109182419280585,1.2706540649777067,1450,0.1646149754524231,2.156760415876011,1.0574279395634087,0.16424642904706008,0.2126870642245862,0.6789931512740037,0.9299356745222586,1450,0.16887332499027252,0.0827330586391223,0.1370309206703264,0.04156669090060899,0.10684047892954131,2.8757002505762825,0.24161341757943933,1450,0.11053966730833054
28,0.2564676196678825,0.9061972002188364,0.8292954663435618,2.9015877250816737e-05,0.0002898533551032486,807.115166425705,True,1.7516086601277354,1.1493362179497377,0.2270731195279565,0.22265289950985706,1.0213182171739406,1.2179168320952236,1450,0.1694163829088211,2.3231172516212624,0.9802564712795666,0.12296385594407314,0.18840676992232888,0.553918892182956,0.8698222917258354,1450,0.1757817566394806,0.06072830299209554,0.1208599247122609,0.03146340925364302,0.09266564777431553,2.907808277278111,0.2119198181716768,1450,0.11350969225168228
29,0.24724660425082498,0.9085706671079,0.8332100808620453,2.892953240988776e-05,0.00028896311001918776,836.0166020393372,True,1.1443214779704032,1.1554191623571048,0.1697176649139271,0.19757759576483408,1.6859608559373154,1.2640760891922584,1450,0.18456541001796722,2.1344026375348792,1.084610537235036,0.1343556983171006,0.1780466224068795,0.7312416576198142,0.987160219145573,1450,0.18287378549575806,0.05306603899442178,0.09987346961727692,0.026534132361273197,0.06989394322348146,2.9203998201468897,0.16869825421413062,1450,0.11790773272514343
30,0.24531456925298856,0.9102800091107687,0.8360621134440104,2.8839701933052952e-05,0.0002880369268269944,864.7578251361847,True,1.4310964110857125,1.2475223477707817,0.14202422903037965,0.17766190890101152,1.4268793619326212,1.3110680234184142,1450,0.19446492195129395,2.0435747663283337,1.1468113540820408,0.12609746069448258,0.16778961869853212,0.8303277733481863,1.062275629940872,1450,0.1887812316417694,0.05580772174011946,0.10485774962213922,0.028634256477534197,0.07616822164222498,2.915558018602174,0.1798535050497563,1450,0.12262143939733505
31,0.23496754046367563,0.9117652575174967,0.8385366002718607,2.874640913581771e-05,0.000287075045917569,893.5195841789246,True,1.6158273143686208,1.2782028145078528,0.1320184095981772,0.18630161874026466,1.2521542746416778,1.3214141348664712,1450,0.20417121052742004,2.3037258427561027,1.0083083617680417,0.1200832323221927,0.18131207242021763,0.5761909232568059,0.9002379664296687,1450,0.19136999547481537,0.06242284097600971,0.11878242678586788,0.033290142432998444,0.08906712478069073,2.904287004470825,0.20636209523735713,1450,0.12322518229484558
32,0.2398035963592322,0.9117928743362427,0.8385562797387441,2.8649678232332905e-05,0.0002860777169471567,922.1489367485046,True,1.4715388940101497,1.2817125873785822,0.13307694540782272,0.18150881961984341,1.395384172491033,1.3338911388833223,1450,0.21305009722709656,2.1858251098705885,1.0911602036478099,0.12037523863106822,0.1717710752503683,0.6937996559512888,1.0003462440293327,1450,0.19749800860881805,0.07206610531142545,0.12705294023199745,0.04003530042219965,0.09691098254899579,2.8878985931955534,0.22273739436207368,1450,0.12820352613925934
33,0.22609243898288064,0.9116648534933726,0.8382831911245981,2.854953432911007e-05,0.0002850451987725488,951.2028102874756,False,1.5805087874704782,1.287100711373303,0.12111667421159826,0.17266277243733708,1.2983745364656494,1.32856150878146,1450,0.22428163886070251,1.8738625745637232,1.2296771271401725,0.1114328786128001,0.15618739912283824,1.0147045403132289,1.171090779757349,1450,0.20102761685848236,0.1423515108799898,0.1767627312673142,0.09576155767377213,0.1534929089752503,2.7618869341652967,0.3283149514475344,1450,0.13114942610263824
34,0.23691347370976987,0.9122987687587738,0.8393467168013254,2.8446003418505023e-05,0.0002839777593838968,978.9545493125916,True,1.7114350571156822,1.3124551831371087,0.0823794245047928,0.14363999508159353,1.2061855162811443,1.3327599500499916,1450,0.23111829161643982,2.2099947778692806,1.1285049140767112,0.08237334488234246,0.1445764159581157,0.7076318700377083,1.0674701856587079,1450,0.20619910955429077,0.2812864954765176,0.25805442663268197,0.38097885966919814,0.47846238570591754,2.3377346435908612,0.71350629933021,1450,0.13050690293312073
35,0.23028255610362344,0.912468671798706,0.8396339019139608,2.8339112371971534e-05,0.00028287567583515496,1008.0087914466858,True,1.6097190890054085,1.3337053636756333,0.07599091281450837,0.13793884573221937,1.3142899879943568,1.3544604718468205,1450,0.23829707503318787,2.851995336904094,0.4750133312919251,0.04176227040709327,0.12350319855949698,0.10624239385356828,0.3818405820690759,1450,0.20821376144886017,0.10881934336119307,0.17174549568210726,0.10093686935393684,0.20052461095075216,2.790243793767074,0.3687578126908091,1450,0.13369899988174438
36,0.22338319083918695,0.9126986364523569,0.8400362133979797,2.822888893308686e-05,0.0002817392341721716,1036.5620584487915,True,1.6795107624608214,1.3291300541081659,0.07060980426098679,0.1296451956389683,1.2498794374867896,1.34345691419219,1450,0.24622829258441925,2.6893665517960548,0.7204378351487347,0.06875873507872406,0.148016592337772,0.24187471609349814,0.6198917737000811,1450,0.21320447325706482,0.10993718453123234,0.16795317622661532,0.11492009792085572,0.210279870282299,2.775142716333784,0.3748255278030508,1450,0.13690416514873505
37,0.220857544761637,0.9123516877492269,0.8394341965516409,2.8115361710350864e-05,0.0002805687293584453,1065.672568321228,False,1.5820274193372672,1.333526508426508,0.07202142791131529,0.1403037190474608,1.345951156620062,1.3551984078409252,1450,0.2521013915538788,2.3559641557645614,1.0184198166552063,0.09389631698679397,0.16132805870391606,0.5501395286502996,0.9398231206677063,1450,0.2213321477174759,0.09523106795297515,0.16532637849362464,0.1004482864147345,0.20317885450249534,2.8043206453734433,0.3650872172512375,1450,0.1426571011543274
38,0.21738243524147116,0.9124262928962708,0.8395502865314484,2.7998560169760707e-05,0.0002793644651985675,1093.6809701919556,False,1.5603652379626651,1.3338711496698665,0.0690576570392464,0.12887187845893944,1.3705771069509556,1.3530743745075984,1450,0.256686270236969,2.281513963281659,1.0839722065504631,0.08962698165109026,0.14938796030656828,0.628859055624721,1.0095683945218432,1450,0.22261163592338562,0.12111379889535771,0.19157439011364719,0.15839505098881282,0.3091837263803572,2.7204911587978233,0.4910687042514576,1450,0.14356142282485962
39,0.22241338245246722,0.9126332700252533,0.83991010983785,2.787851462716294e-05,0.0002781267542593698,1121.5867829322815,False,1.4275247463681355,1.326275341860525,0.06138139643434288,0.12253180280582984,1.5110938517076058,1.3481824135035263,1450,0.26397737860679626,2.229768505962312,1.1098734913022947,0.0903012103687492,0.148503524941901,0.6799302837709229,1.042302545939817,1450,0.22211343050003052,0.3091596804527985,0.2900974090847519,0.4052693556762715,0.5029424329579222,2.2855709676187614,0.7725648861238132,1450,0.1424979269504547
40,0.22336205904898437,0.9129234949747721,0.8403841654459635,2.7755256240385018e-05,0.00027685591778879744,1148.523183107376,True,1.481091367738252,1.3405215166524145,0.052373680966358915,0.11042728287606708,1.4665349452503638,1.3552900046829552,1450,0.2699214220046997,2.1838730284676724,1.1334092518226766,0.08296687419746661,0.13948710528419803,0.7331600912866625,1.078133845632743,1450,0.2266429364681244,0.28740047185299034,0.26890798005033273,0.49344465122655823,0.597686808769716,2.2191548747440866,0.8365132943834411,1450,0.14634458720684052
41,0.2087337980451791,0.912892073392868,0.8403142591317495,2.7628817001148277e-05,0.000275552285632529,1175.828507900238,False,1.654541543138136,1.340559611486203,0.04921821722671426,0.11295298256472677,1.2962402438760838,1.3503410849171862,1450,0.27324536442756653,2.021245243364042,1.2127036775534432,0.08816894841214445,0.14603068243678732,0.8905858094189241,1.1589648918353908,1450,0.23021984100341797,0.15834797162470493,0.21510648607302776,0.24498950028245262,0.44116457839377976,2.5966625290800787,0.6303104245344545,1450,0.15004949271678925
42,0.2148059068814568,0.913890928030014,0.8420105477174123,2.7499229726764513e-05,0.0002742161961483654,1202.5520157814026,True,1.5998077722868198,1.3693322625552495,0.04014064785876102,0.09866169804398423,1.3600515783300813,1.379524552619273,1450,0.27779272198677063,2.1476872741943898,1.1773848267631404,0.07223412925682178,0.13199994154526076,0.7800785924716216,1.128622847379048,1450,0.2326420247554779,0.15573426814164848,0.20040245225714906,0.365180156414262,0.5888061222099427,2.4790855794281152,0.7497081695664629,1450,0.15491142868995667
43,0.21040230471154917,0.9149247705936432,0.8437676330407461,2.7366528051618204e-05,0.0002728479961184086,1229.7793598175049,True,1.4040435474143036,1.3578502805665134,0.04556264051643721,0.1078904873580304,1.5503938058982385,1.374325661749816,1450,0.2785584032535553,2.828091861961474,0.548364194833492,0.040421813481895434,0.11638545331079914,0.13148631517838236,0.471178868525951,1450,0.23305711150169373,0.15480194971105335,0.19971331127240452,0.4810416025733421,0.737475169265561,2.364156445861826,0.8827225618478877,1450,0.16005024313926697
44,0.20506301230710486,0.9162305891513824,0.8459583818912506,2.7230746418436728e-05,0.00027144804065905477,1257.2446610927582,True,1.6303401309338645,1.354145347211171,0.04360593493116718,0.10606022007641425,1.326053934789279,1.3676078811875976,1450,0.28008145093917847,2.759731853111358,0.6467549410680199,0.055503661554545926,0.13937784436416856,0.1847644896613653,0.5536770191784512,1450,0.23346249759197235,0.1333222158571811,0.17117730164304376,0.869493391298544,1.0393202268717256,1.9971843917404608,1.1187807238342606,1450,0.16506221890449524
45,0.209307132207829,0.916797031958898,0.8469332158565521,2.709192006935076e-05,0.0002700166931288236,1284.5911972522736,True,1.5474436811276127,1.3481652446499204,0.047913391408619305,0.10814652938706357,1.4046429204705055,1.3618421328440453,1450,0.28357380628585815,2.555387906714484,0.895815683743604,0.08450018402468172,0.1573010900640673,0.360111914835421,0.7998523194764516,1450,0.23497597873210907,0.10760112612895043,0.15161953528279984,0.6104506359323735,0.9050137268178917,2.281948237420884,0.9962879730251842,1450,0.16966643929481506
46,0.20423941573371057,0.917946974436442,0.8489215075969696,2.6950085036747146e-05,0.0002685543250340484,1312.0030817985535,True,1.5402964533294352,1.3596460184502068,0.04544015044962044,0.1011114642852428,1.4142633934889668,1.3727023081791565,1450,0.2859554886817932,2.5782963001808543,0.8714192113947747,0.08112370860886893,0.1543013254392149,0.3405799928596675,0.7823717844934559,1450,0.23700939118862152,0.04990976194893876,0.11421523784510018,0.17959543756098664,0.4784029099968619,2.7704948085366654,0.560270109241985,1450,0.17638826370239258
47,0.20889395151449286,0.9190165003140768,0.8507952590783437,2.6805278133916714e-05,0.0002670613159324519,1339.6827878952026,True,1.8238529822593843,1.3376684996659407,0.04115636237752816,0.10308676682946928,1.1349906514581771,1.3423609352154562,1450,0.28784099221229553,2.468059593373578,0.9818292807014074,0.08755037628411959,0.16252894620600722,0.44439003064113775,0.8907512886208531,1450,0.24376125633716583,0.06237156640382505,0.12508823248538617,0.438889262757108,0.826146554627589,2.4987391686129947,0.891511573856218,1450,0.18339553475379944
48,0.19573707975771115,0.9197775820891062,0.8521178464094797,2.6657536945499398e-05,0.00026553805333463196,1366.9822330474854,True,1.9735767269390974,1.305737789967586,0.03892372616385234,0.10472622505232246,0.9874995374688434,1.306983416905539,1450,0.2875917851924896,2.6345248378308956,0.8129739590478727,0.07070967114322421,0.15269913054130377,0.29476548975940603,0.7242311527600119,1450,0.24768273532390594,0.04059964827140331,0.10334894605757178,0.21414543847545,0.5687149293506437,2.7452549108455826,0.6309665885293183,1450,0.18403758108615875
49,0.20181030456138693,0.9197742640972137,0.8521242241064707,2.6506899817729096e-05,0.000263984932603483,1394.0963492393494,True,1.5130788539353062,1.362747064392706,0.03769915668228846,0.09409098983809919,1.4492219867534892,1.3740778144656933,1450,0.289812833070755,2.647622295964062,0.8193775825830232,0.0641271254284413,0.14487434288556506,0.28825058220761207,0.7348365082102771,1450,0.25023484230041504,0.0401453022896521,0.10091419300659545,0.24212646460110504,0.6209462323450261,2.717728231544215,0.6802740099984875,1450,0.1884458363056183
50,0.19954009321720703,0.9191172321637472,0.8510021567344666,2.6353405848480955e-05,0.00026240235685157977,1421.3422610759735,False,1.6268332731660908,1.3713885527353726,0.03577516348478446,0.08766090398417778,1.3373915664168008,1.3798382950462529,1450,0.2897162139415741,2.6144325115326814,0.8599499611849634,0.053113478566759714,0.12099352001919095,0.33245401063948166,0.7972242325313927,1450,0.25280147790908813,0.04476944670800782,0.08755808239252098,0.7420369255380928,1.0704605057272092,2.213193621571017,1.0993289744580863,1450,0.19423173367977142
