epoch,train_loss,validation_dice,validation_iou,encoder_lr,decoder_lr,elapsed_seconds,is_best
164,0.13936358946757238,0.9345134581838336,0.8772583603858948,9.65745789630079e-06,9.623203685930869e-05,33.11017179489136,False
165,0.14192047812899605,0.9341396178518023,0.8765950543539864,8.681980515339464e-06,8.55017856687341e-05,58.01912212371826,False
166,0.13974240211149055,0.9341507043157306,0.8766094105584281,7.222075445642904e-06,6.944282990207195e-05,83.19732427597046,False
167,0.14431065577464025,0.9342933126858303,0.8768580726214817,5.5e-06,5.05e-05,108.06706881523132,False
168,0.1426678688311186,0.9343229021344867,0.8769118956157139,3.777924554357096e-06,3.1557170097928055e-05,132.96493816375732,False
169,0.13979410196914047,0.9342703223228455,0.8768188527652195,2.3180194846605362e-06,1.54982143312659e-05,158.20115280151367,False
170,0.14285975462589107,0.9344643184116909,0.877160268170493,1.3425421036992096e-06,4.767963140691306e-06,183.33251953125,False
171,0.13837910590113187,0.9343649319240025,0.8769821184022086,1e-05,0.0001,208.33433866500854,False
172,0.13864100199253832,0.9341796125684466,0.8766570261546544,9.913533761814537e-06,9.90488713799599e-05,233.27266097068787,False
173,0.13924360006559092,0.9342559831483024,0.8767904043197632,9.65745789630079e-06,9.623203685930869e-05,258.1539077758789,False
174,0.1426158526637515,0.9341120634760175,0.8765342235565186,9.241613255361455e-06,9.1657745808976e-05,283.4726388454437,False
175,0.13887832753482413,0.9339322447776794,0.876212511743818,8.681980515339464e-06,8.55017856687341e-05,308.4228045940399,False
176,0.1404404116214299,0.9339840497289386,0.8762994493756976,8.00006604858821e-06,7.80007265344703e-05,333.4855716228485,False
177,0.13888289119865074,0.9341504999569484,0.8765958206994193,7.222075445642904e-06,6.944282990207195e-05,358.4748387336731,False
178,0.14127252544047403,0.9344555480139596,0.8771308575357709,6.3779064490725775e-06,6.015697093979836e-05,383.67672538757324,False
179,0.14420780124234372,0.934495074408395,0.8771998115948269,5.5e-06,5.05e-05,408.89711260795593,False
180,0.14138975531839934,0.9343716502189636,0.8769807645252773,4.622093550927423e-06,4.0843029060201655e-05,434.1284077167511,False
181,0.1399101014020013,0.9344027212687901,0.8770397390638079,3.777924554357096e-06,3.1557170097928055e-05,459.07202315330505,False
182,0.1478137382474102,0.9344038622719901,0.8770433834620884,2.999933951411791e-06,2.2999273465529706e-05,484.36144495010376,False
183,0.1394481101974112,0.9344018612589154,0.8770397050040108,2.3180194846605362e-06,1.54982143312659e-05,509.29921531677246,False
184,0.14202769357161443,0.9346919655799866,0.8775508318628583,1.758386744638546e-06,9.342254191024006e-06,534.382022857666,False
185,0.13670383112840964,0.934700437954494,0.8775653668812343,1.3425421036992096e-06,4.767963140691306e-06,559.511420249939,False
186,0.14072092329380942,0.9345005665506635,0.8772116047995431,1.086466238185463e-06,1.9511286200400938e-06,584.7602107524872,False
187,0.1388673292564564,0.934270943914141,0.8768065912382943,1e-05,0.0001,609.955780506134,False
188,0.13998948746040218,0.9343601550374713,0.876967021397182,9.978331270024887e-06,9.976164397027375e-05,634.9999158382416,False
189,0.1415792175980865,0.9345584171158927,0.8773208686283657,9.913533761814537e-06,9.90488713799599e-05,660.1266143321991,False
190,0.13906622287191328,0.934578401701791,0.8773566484451294,9.80623151079494e-06,9.786854661874435e-05,685.3673424720764,False
191,0.14207455173867647,0.9342665757451739,0.8768072043146405,9.65745789630079e-06,9.623203685930869e-05,710.4692742824554,False
192,0.13573742157123128,0.9340462514332363,0.8764201998710632,9.468645689567599e-06,9.415510258524357e-05,735.7451581954956,False
193,0.14230130844917455,0.9340207321303231,0.8763860038348606,9.241613255361455e-06,9.1657745808976e-05,760.8844335079193,False
194,0.13792185815142805,0.9342879482678005,0.8768635051591056,8.978547040132317e-06,8.876401744145549e-05,785.76704454422,False
195,0.13977776028093744,0.9343023981366839,0.8768846988677979,8.681980515339464e-06,8.55017856687341e-05,810.9252064228058,False
196,0.13738730024607454,0.9345690437725612,0.8773602076939174,8.354769778736405e-06,8.190246756610045e-05,836.070262670517,False
197,0.13788993473424285,0.9348997218268258,0.8779498423848834,8.00006604858821e-06,7.80007265344703e-05,861.1011745929718,True
198,0.13467718673045517,0.9349076236997332,0.8779651607785907,7.621285315716991e-06,7.38341384728869e-05,887.3444488048553,True
199,0.13797275441103293,0.9351375017847333,0.8783588324274335,7.222075445642904e-06,6.944282990207195e-05,912.9863483905792,True
200,0.13853365781365848,0.9354694145066398,0.878938342843737,6.80628104764508e-06,6.486909152409588e-05,938.7043232917786,True
201,0.13666275558901614,0.9352255123002189,0.8785113862582615,6.3779064490725775e-06,6.015697093979836e-05,964.3270206451416,False
202,0.13728971425138536,0.9351905584335327,0.8784510578427996,5.941077131483024e-06,5.5351848446313266e-05,989.1865603923798,False
203,0.13722677174650255,0.9346575907298497,0.8775136896542141,5.5e-06,5.05e-05,1014.246395111084,False
204,0.1357638840792609,0.9343353424753461,0.876936503819057,5.058922868516977e-06,4.564815155368675e-05,1039.1552720069885,False
205,0.1388268520841833,0.934068671294621,0.8764689224106925,4.622093550927423e-06,4.0843029060201655e-05,1064.0961945056915,False
206,0.1401550551174117,0.9342587419918605,0.876802248614175,4.193718952354921e-06,3.6130908475904125e-05,1088.8030624389648,False
207,0.1352022557717855,0.9337990369115557,0.8759859119142804,3.777924554357096e-06,3.1557170097928055e-05,1113.8042664527893,False
208,0.13975476522426136,0.9334917664527893,0.8754381367138454,3.3787146842830105e-06,2.7165861527113116e-05,1138.529777765274,False
209,0.13371249532601873,0.9335998041289193,0.8756321242877415,2.999933951411791e-06,2.2999273465529706e-05,1163.408213376999,False
210,0.1364590594025909,0.9337260808263507,0.8758582472801208,2.6452302212635957e-06,1.9097532433899555e-05,1188.2588498592377,False
211,0.13891917613686108,0.9335698740822929,0.8755811027118138,2.3180194846605362e-06,1.54982143312659e-05,1213.2783372402191,False
212,0.13921467593458833,0.9335525802203587,0.875546898160662,2.021452959867684e-06,1.223598255854452e-05,1238.0165588855743,False
213,0.13825577045561838,0.9336285931723458,0.8756795610700335,1.758386744638546e-06,9.342254191024006e-06,1263.0014216899872,False
214,0.12732837374011677,0.9335853798048837,0.8756031394004822,1.5313543104324026e-06,6.8448974147564305e-06,1287.6923823356628,False
215,0.14016363220136674,0.9334903018815177,0.87543614421572,1.3425421036992096e-06,4.767963140691306e-06,1312.5699043273926,False
216,0.13443667826553185,0.9333657707486834,0.8752180763653347,1.1937684892050602e-06,3.131453381255663e-06,1337.6419541835785,False
217,0.13856905210213583,0.9332995414733887,0.875102060181754,1.086466238185463e-06,1.9511286200400938e-06,1362.5850133895874,False
218,0.1324334095736019,0.9332739199910846,0.8750529970441546,1.0216687299751143e-06,1.2383560297262574e-06,1387.2971920967102,False
219,0.13347674051269157,0.9333081586020333,0.8751086081777301,1e-05,0.0001,1412.4268305301666,False
