epoch,train_loss,validation_dice,validation_iou,encoder_lr,decoder_lr,elapsed_seconds,is_best,fg_mscb_alpha1_mean,fg_mscb_alpha1_std,fg_mscb_alpha3_mean,fg_mscb_alpha3_std,fg_mscb_alpha5_mean,fg_mscb_alpha5_std,fg_mscb_guidance_strength
1,1.2208739159436062,0.2384084505694253,0.13557918263333185,8.4e-06,8.399999999999998e-05,38.740901947021484,True,1.0000754143451822,7.022137959263887e-05,1.0000047219210657,5.682642569164631e-05,0.9999198693242566,6.06781338845929e-05,0.04985908791422844
2,0.8889155446505937,0.24741485714912415,0.1414449481027467,1.3799999999999998e-05,0.00013799999999999997,66.74955248832703,True,1.0001114352407126,0.00014975519627237423,0.9993597286323022,0.00042663282930709633,1.0005288423340897,0.00033031861637017725,0.04995472729206085
3,0.8173776581639149,0.2966415413788387,0.17455154018742697,1.9199999999999996e-05,0.00019199999999999995,94.00285935401917,True,0.9982316050858333,0.0015817865250073433,0.9978923077829953,0.0006430424839921873,1.0038760858568652,0.0020977077345997307,0.0578732043504715
4,0.7585607806190116,0.3730383515357971,0.2299091454063143,2.4599999999999995e-05,0.00024599999999999996,121.93282127380371,True,0.9872475280021799,0.005737787159623131,0.9927924815950723,0.005338254437465465,1.019959992047014,0.010887125107290292,0.07445037364959717
5,0.5724321935997635,0.43821780170713154,0.2815721907785961,2.9999999999999997e-05,0.0003,149.90118980407715,True,0.9925207384290367,0.004838603488187021,0.9884365862813489,0.002589261702276798,1.019042671220056,0.006843625114292558,0.06527501344680786
6,0.45530328887407895,0.5154456496238708,0.3484610617160797,2.999811826208493e-05,0.0002999805986332205,177.3709361553192,True,1.0091428651480838,0.012837594737676036,0.9839698872895076,0.009451149861882367,1.0068872488778213,0.004102126238377713,0.06725853681564331
7,0.43186640299734524,0.5556274397032601,0.3854622117110661,2.9992473536744915e-05,0.00029992239956850794,205.48322701454163,True,1.0530095144798015,0.056463706491143774,0.9576433990741599,0.032015047142284814,0.9893470926120363,0.02547644428327361,0.07529523223638535
8,0.40593533388903885,0.6323970130511692,0.46363605345998493,2.9983067289068734e-05,0.0002998254179114328,233.965247631073,True,1.0940275602505125,0.092811977249652,0.9355969540826206,0.051847724551887416,0.9703754841048142,0.04123723052641382,0.07783655822277069
9,0.37441661465363424,0.7239970649991717,0.5681007589612689,2.9969901960448513e-05,0.00029968967883358983,261.2683072090149,True,1.1053331837982967,0.14569993570989392,0.9285049183615323,0.07752475100355494,0.9661618982923442,0.06835065375025443,0.08040457218885422
10,0.3589938190139708,0.7801098482949393,0.6400683011327472,2.9952980967946045e-05,0.0002995152175660644,289.13370633125305,True,1.0910228834070008,0.16930223612993625,0.9205104900228566,0.0989819051511103,0.9884666274333822,0.07167919535033479,0.08375798165798187
