epoch,train_loss,validation_dice,validation_iou,encoder_lr,decoder_lr,elapsed_seconds,is_best
1,1.5614236161626618,0.23759979222502028,0.13584673830441066,8.4e-06,8.399999999999998e-05,34.34231758117676,True
2,0.8920044107515304,0.20809351333550044,0.11681882611342839,1.3799999999999998e-05,0.00013799999999999997,62.85673761367798,False
3,0.7965583332249375,0.20739202627113887,0.1160328324351992,1.9199999999999996e-05,0.00019199999999999995,90.50785803794861,False
4,0.7578249456452542,0.260825976729393,0.15040544526917593,2.4599999999999995e-05,0.00024599999999999996,118.16881155967712,True
5,0.5960484728461406,0.42822990672928946,0.2739210788692747,2.9999999999999997e-05,0.0003,146.71231341362,True
6,0.4718904734634962,0.47842290146010263,0.31719995396477835,2.999811826208493e-05,0.0002999805986332205,175.05033326148987,True
7,0.42480560990630606,0.43865118282181875,0.28366793053490774,2.9992473536744915e-05,0.00029992239956850794,203.15170741081238,False
8,0.3910738811141155,0.5336171218327114,0.3663507785115923,2.9983067289068734e-05,0.0002998254179114328,230.75280284881592,True
9,0.38275919585931495,0.675484299659729,0.5123937683446067,2.9969901960448513e-05,0.00029968967883358983,259.1942527294159,True
10,0.37146376244357376,0.7527875900268555,0.6054669788905552,2.9952980967946045e-05,0.0002995152175660644,287.80431938171387,True
11,0.3521090311105134,0.7982339433261326,0.6655629277229309,2.9932308703405904e-05,0.00029930207939028844,316.2185847759247,True
12,0.3406370057434332,0.8218654479299273,0.6988331249782017,2.990789053231554e-05,0.0002990503196262878,344.336820602417,True
13,0.3309354779661679,0.8401709709848676,0.7255105291094098,2.987973279241265e-05,0.00029876000361832354,372.6691105365753,True
14,0.3139467972223876,0.8525945884840829,0.7441360013825553,2.9847842792040242e-05,0.00029843120671793215,400.90790700912476,True
15,0.31660705707112297,0.8635028770991734,0.760922874723162,2.9812228808249737e-05,0.00029806401426436796,429.2906799316406,True
16,0.3139728908656073,0.8716931002480643,0.7737006885664803,2.977290008465267e-05,0.0002976585215624534,457.8546681404114,True
17,0.29773214508275514,0.8783635582242694,0.7842331528663635,2.9729866829021498e-05,0.0002972148338578424,486.23386335372925,True
18,0.29554029517486446,0.8839182598250253,0.7930112310818264,2.9683140210640187e-05,0.000296733066309704,514.3256943225861,True
