epoch,train_loss,validation_dice,validation_iou,encoder_lr,decoder_lr,elapsed_seconds,is_best,fg_mscb_alpha1_mean,fg_mscb_alpha1_std,fg_mscb_alpha3_mean,fg_mscb_alpha3_std,fg_mscb_alpha5_mean,fg_mscb_alpha5_std
24,0.24042919204860438,0.9042287298611232,0.82576927116939,2.932596573025668e-05,0.0002930504742533362,629.4988796710968,True,0.3314940716326237,0.24814254227260862,0.3756557870643406,0.34473334408327655,2.292850138077448,0.5763879138149226
25,0.23719050478739817,0.9051437633378165,0.8272753017289298,2.925377840823361e-05,0.00029230619807109836,657.193922996521,True,0.32180188814033595,0.23760780086575353,0.35578054631096795,0.30003789027937217,2.3224175716910898,0.5243418851016188
26,0.2393978521472118,0.9048840829304287,0.8268266660826546,2.9178021292237275e-05,0.0002915251160820327,684.6258907318115,False,0.3124750945957956,0.24414238126079857,0.34405939482602066,0.28783112894006824,2.34346550902416,0.5258671188890001
27,0.23431832111272655,0.9049939172608512,0.827014011996133,2.9098714045031468e-05,0.00029070743101601424,711.4345760345459,False,0.3462381154989246,0.24097545036022672,0.38395752287052315,0.3178730856227631,2.2698043569472843,0.5411720217012439
28,0.23119799328632043,0.9056927817208427,0.828203056539808,2.9015877250816737e-05,0.0002898533551032486,737.8221535682678,True,0.34080068544002956,0.2376064302922494,0.37118763179743086,0.2683392476281021,2.2880116802865063,0.4974096122033483
29,0.22943333402031757,0.9069580435752869,0.8303175909178597,2.892953240988776e-05,0.00028896311001918776,764.3865599632263,True,0.3085139696576215,0.2251517245198366,0.3335358371527801,0.24747616538226513,2.357950191867763,0.46544957170425433
30,0.22570598785017357,0.9088276965277535,0.8334888730730329,2.8839701933052952e-05,0.0002880369268269944,789.7797133922577,True,0.31181846672958086,0.24514820161161754,0.3562207327097462,0.3144608241439656,2.3319607990003863,0.5483484050135584
31,0.22695304893079352,0.909146956035069,0.834034298147474,2.874640913581771e-05,0.000287075045917569,815.328351020813,True,0.2785204975542227,0.2180191609534747,0.3099157422980101,0.24895645095865712,2.411563766187635,0.45861688099506814
32,0.22557198219611996,0.9105329258101327,0.8363949826785496,2.8649678232332905e-05,0.0002860777169471567,841.1162061691284,True,0.27720474400525463,0.23298580063180704,0.32233827958493655,0.29614499983279163,2.400456976764675,0.5198346408997427
33,0.2155205336261968,0.9112492203712463,0.8375796335084098,2.854953432911007e-05,0.0002850451987725488,866.5833561420441,True,0.2878746374026904,0.2387319902097118,0.3343993703180378,0.3102833794239381,2.3777259926960386,0.5391039739725371
34,0.21617764649821108,0.9121007663863046,0.8390087144715446,2.8446003418505023e-05,0.0002839777593838968,891.9897174835205,True,0.31825077820697734,0.24886067424032526,0.3644567153519341,0.30659006662539245,2.317292506016534,0.5479561219394057
35,0.21068599502571295,0.9115151677812848,0.838097904409681,2.8339112371971534e-05,0.00028287567583515496,917.7691659927368,False,0.28023824160232147,0.2310254161333143,0.3209168435355392,0.2787403913286008,2.3988449156387097,0.5038784029219027
36,0.21662075475591128,0.9121070759637016,0.8391436679022652,2.822888893308686e-05,0.0002817392341721716,942.4293313026428,True,0.31094805196377223,0.24616742185112894,0.36719204752449075,0.3368153331940731,2.3218599025339914,0.5720654102583577
37,0.2096266934617621,0.9125080364091056,0.8397639308656965,2.8115361710350864e-05,0.0002805687293584453,968.9739816188812,True,0.2815610750528566,0.2421447254500176,0.3437098294682801,0.34339718570106964,2.374729096067363,0.5746656026280753
38,0.20713392901616018,0.9135985544749669,0.8416094183921814,2.7998560169760707e-05,0.0002793644651985675,995.6048214435577,True,0.2965631641627386,0.2325247717855935,0.3532532324262991,0.31199363775503924,2.3501836023351244,0.5328603338179029
39,0.20717534618299516,0.9139265247753688,0.8421926498413086,2.787851462716294e-05,0.0002781267542593698,1021.626398563385,True,0.2988750804647611,0.22288779597039324,0.3527138827824644,0.2921094027197219,2.3484110414570774,0.5027158699983902
40,0.2107955664396286,0.9145417894635882,0.8432803324290684,2.7755256240385018e-05,0.00027685591778879744,1047.6340124607086,True,0.265075481415662,0.22820582722000415,0.3175065231186755,0.28624443482899575,2.4174179981803072,0.5052445428092222
41,0.20548918574559885,0.916024386882782,0.8458561641829354,2.7628817001148277e-05,0.000275552285632529,1073.2942407131195,True,0.3182161166852918,0.2385847068272224,0.3925904501736935,0.3449492076006796,2.2891934335283164,0.5637219843464719
42,0.1961713567620418,0.9172432507787432,0.8479066150529044,2.7499229726764513e-05,0.0002742161961483654,1099.1727707386017,True,0.2885765594383702,0.2363740273012975,0.34389928995920666,0.2897927942359396,2.367524151802063,0.5177002787690052
43,0.20084514603263043,0.9175869141306195,0.848469078540802,2.7366528051618204e-05,0.0002728479961184086,1124.7748572826385,True,0.292765098027323,0.25032260983432275,0.34508981470821487,0.31144526994434135,2.3621450872667906,0.5517416875799591
44,0.19286159853466223,0.9181525877543858,0.8494002393313816,2.7230746418436728e-05,0.00027144804065905477,1150.4129033088684,True,0.22679469543490116,0.2224508982415411,0.2768902557300291,0.2785674733845707,2.496315044226318,0.49298947055348097
45,0.19884504182416884,0.9180327994482858,0.8491681473595756,2.709192006935076e-05,0.0002700166931288236,1176.2625014781952,False,0.2545095280636953,0.23555265679564275,0.31160908420281164,0.3077682690776653,2.433881387011758,0.5323001130472361
46,0.1938231594738413,0.9182840585708618,0.8495941758155823,2.6950085036747146e-05,0.0002685543250340484,1201.1498081684113,True,0.26883336513455763,0.2320249059269965,0.3352306015249984,0.3342071648021701,2.3959360258545774,0.545736818658582
47,0.19420757621038157,0.9187180570193699,0.8503074731145587,2.6805278133916714e-05,0.0002670613159324519,1227.0013408660889,True,0.26623186424009276,0.24029290718783883,0.34285281239398596,0.373838432009346,2.3909153169033854,0.5927859956032054
48,0.19558017786409035,0.9190879719597953,0.8509419390133449,2.6657536945499398e-05,0.00026553805333463196,1252.5788688659668,True,0.23860907617581062,0.23295478799073757,0.32091626281512836,0.3916259403206221,2.4404746651408415,0.6028311835742329
49,0.1909534049327256,0.9202565039907183,0.8529104164668492,2.6506899817729096e-05,0.000263984932603483,1278.0865337848663,True,0.2505139943474406,0.22463931713428534,0.30358764899220186,0.2899326101717259,2.445898359880365,0.5034128795585685
50,0.18774767952864288,0.9202558057648795,0.8529102717127118,2.6353405848480955e-05,0.00026240235685157977,1303.7081208229065,False,0.23183106216015936,0.21355236146292572,0.2836123854403609,0.2642049164424503,2.4845565491991826,0.467465718119205
51,0.1942608994050104,0.9205352749143328,0.8533953939165387,2.6197094877123478e-05,0.00026079073683654924,1328.3136341571808,True,0.26165430152299013,0.2380792760383947,0.32427398306285515,0.32754545117972267,2.4140717190195775,0.5520058474201327
52,0.1949027244184838,0.921242526599339,0.8545312029974801,2.6038007474178225e-05,0.0002591504908544585,1353.8124797344208,True,0.287767300051637,0.24178787484537623,0.34927804871237483,0.31184607171779183,2.3629546575299623,0.5414085103518796
53,0.19139923827081431,0.9208953039986747,0.8538792899676731,2.5876184930789745e-05,0.00025748204463124625,1379.471148967743,False,0.23776326191681837,0.22096772244017765,0.29106385886339986,0.28146110622365045,2.471172878043405,0.492123143633411
54,0.18122920711509516,0.9203002537999835,0.8529010244778225,2.5711669248008437e-05,0.00025578583121222515,1404.2868747711182,False,0.21763940434621903,0.21365834811128673,0.26818604741883784,0.279739933014378,2.514174545402157,0.48149022458403656
55,0.19457976080355097,0.9190407565661839,0.8506984795842852,2.554450312588918e-05,0.00025406229084968526,1429.2863924503326,False,0.26555542018746253,0.23994663277615183,0.3261188192627441,0.30682665546744986,2.4083257502728497,0.5357734741194713
56,0.18733174353837967,0.9185579419136047,0.8498485854693821,2.5374729952408547e-05,0.0002523118708886263,1454.1076259613037,False,0.2411641627225768,0.22796799345884838,0.2951506110312064,0.28577940253712725,2.4636852220317413,0.5040581004581638
57,0.1872942882279555,0.9193183779716492,0.8511661120823452,2.5202393792203433e-05,0.00025053502565064944,1478.9869158267975,False,0.21940363633566826,0.22956343089922776,0.27507547386094994,0.31275770161585176,2.5055208946970002,0.5279276545196282
58,0.17951646325041037,0.9196876032011849,0.8518038647515433,2.5027539375134084e-05,0.0002487322163160379,1503.8490612506866,False,0.18174846515954665,0.20950835404330456,0.22887183535378428,0.2706656974195394,2.589379697472885,0.470621739275908
59,0.1752221384009377,0.9204070312636239,0.8530302899224418,2.4850212084674463e-05,0.00024690391080405764,1528.8573532104492,False,0.15228583086350259,0.1964856207613988,0.18997524845016445,0.233614729959585,2.657738914921366,0.42440336540494245
60,0.18019748833335814,0.9203793661934989,0.8529300008501325,2.467045794613296e-05,0.000245050583651509,1553.5964803695679,False,0.1917078116832899,0.2157670695680601,0.2430098056950173,0.27180786661321654,2.565282377559563,0.48160247737635065
61,0.17489854429588944,0.9216947896139962,0.8552261080060687,2.4488323614706525e-05,0.00024317271588956057,1578.6322865486145,True,0.20022315493507856,0.22629774451307866,0.25110844417997025,0.2777834693116128,2.5486684059377374,0.4962166450098502
62,0.17814613194739232,0.922680846282414,0.8569463832037789,2.4303856363371303e-05,0.00024127079491889742,1604.2882573604584,True,0.19798020762216764,0.23334908902048215,0.25496189556550236,0.3013086667211731,2.547057897561583,0.5257770653504528
63,0.18088662526646598,0.9227497662816729,0.857074669429234,2.4117104070612943e-05,0.0002393453143832164,1630.2206435203552,True,0.20399567853102404,0.22241480164685978,0.2644377544502615,0.2929870741391978,2.531566564635984,0.5057802288496447
64,0.17057725127603188,0.9227452789034162,0.8570601088660104,2.392811520799972e-05,0.00023739677404110076,1657.361269235611,False,0.18737654629365164,0.212763521375505,0.2433417558918129,0.3001854894496222,2.5692817002843165,0.5003802683591713
65,0.17730380716871041,0.9229046872683934,0.8573096139090401,2.373693882760175e-05,0.0002354256796363079,1683.7161371707916,True,0.19497184728589642,0.22501529768021974,0.24760646486253446,0.28701623137905474,2.557421687265922,0.5025549717461856
66,0.1708895534765525,0.9227941632270813,0.8571139659200396,2.3543624549259502e-05,0.00023343254276650334,1711.163696527481,False,0.2154217191752255,0.23175941984703766,0.2736985806895998,0.3022565503828504,2.510879693791784,0.5199139276519629
67,0.17639276788371508,0.9231729166848319,0.8578038556235177,2.3348222547704997e-05,0.00023141788075047584,1737.0829694271088,True,0.2516724661258772,0.23328718723175873,0.31556298449523107,0.30805677806333176,2.4327645503292823,0.5202466842044058
68,0.178077547032325,0.923865292753492,0.8590668184416634,2.3150783539538915e-05,0.00022938221649386695,1764.1145117282867,True,0.21558627287363472,0.22438578984129312,0.2776781892470598,0.3049200075314851,2.506735534737336,0.5111278702610786
69,0.1715957613997772,0.9244057961872646,0.8600254569734845,2.2951358770067136e-05,0.00022732607835345103,1790.4238443374634,True,0.20510339277824546,0.2138849951557643,0.26520986760292076,0.2937282398848224,2.529686739444733,0.48832126591375963
70,0.17149571155508359,0.9252436927386692,0.8615032945360456,2.274999999999999e-05,0.0002252500000000001,1815.8799722194672,True,0.19794450954624435,0.20861913600900386,0.2527887905609858,0.26886711423958487,2.5492666996707176,0.46399533163537376
71,0.16810566785394168,0.9257586087499347,0.8623890791620527,2.2546759492017777e-05,0.0002231545202797697,1841.6790299415588,True,0.20767159877100091,0.2145661970806303,0.2598656399655638,0.2518950618750072,2.532462762162603,0.45598510748623583
72,0.16868537762125985,0.9263747164181301,0.8635061383247375,2.234168999720598e-05,0.00022104018307464118,1867.2059862613678,True,0.21791825105589693,0.23074933255678015,0.2795651618687934,0.2979085231753446,2.5025165862564385,0.5158014308199237
73,0.16494606056662856,0.9272024801799229,0.8649106706891742,2.213484474136372e-05,0.00021890753716095722,1893.1236975193024,True,0.1890172767772837,0.20998849634985892,0.24312737952668925,0.25564043739448367,2.5678553425649118,0.4574038236964216
74,0.16792888035539721,0.9278774261474609,0.8660901359149388,2.192627741118899e-05,0.00021675713606708673,1919.024994134903,True,0.20037886663775586,0.21813021325363907,0.25536510143814417,0.24851443771851117,2.544256026580416,0.46154292478503256
75,0.1700652239264035,0.9279222403253827,0.8661849498748779,2.1716042140344274e-05,0.00021458953792975673,1944.7779064178467,True,0.1871797332534133,0.20831304487601388,0.24546285366278206,0.25071769720054704,2.567357416420147,0.45044009223587766
76,0.16748438164836071,0.9278959887368339,0.8661454149654934,2.1504193495406163e-05,0.00021240530534918792,1970.6839663982391,False,0.22320064341756796,0.22907646087662262,0.28755259993429905,0.2797555003333692,2.4892467538755514,0.4973153770449875
77,0.17150916452290582,0.92784412418093,0.8660588094166347,2.1290786461702573e-05,0.0002102050052430716,1995.7305510044098,False,0.2168509893086819,0.23217785084818696,0.2754717400010097,0.2796252115075068,2.5076772778815237,0.5016502905007106
78,0.16945646959738653,0.9280783448900495,0.8664717418806893,2.1075876429041324e-05,0.00020798920869942634,2020.6219112873077,True,0.2036784316946959,0.20906557755347013,0.2574920476064214,0.24189812787658063,2.5388295258427487,0.44384924933322756
79,0.16572603485623344,0.9281495894704547,0.8665902529444013,2.085951917733369e-05,0.00020575849082837177,2046.4689934253693,True,0.18628104106153778,0.20630177623621604,0.2436248111839663,0.25821749856571813,2.570094147041954,0.45714189632972396
80,0.1678561896818583,0.9279119372367859,0.8661754471915108,2.064177086211675e-05,0.00020351343061285917,2071.8400082588196,False,0.21087255177437328,0.21975461144838082,0.27638689896645796,0.29594427894439734,2.5127405471470334,0.5022247972626372
81,0.16441262928677386,0.9278022221156529,0.8659464802060809,2.0422687999978184e-05,0.000201254610758396,2096.8316373825073,False,0.19863269107034912,0.2085373205042211,0.26665165913672634,0.2812329746348846,2.534715646695474,0.4792318656275285
82,0.1638552407260801,0.9279128909111023,0.8661081280027118,2.0202327453887387e-05,0.00019898261754180467,2121.6673135757446,False,0.19235163718091167,0.21102005045771202,0.26193283075185747,0.29181737325642837,2.5457155309450523,0.48832657243892613
83,0.16625380393911582,0.9277516518320356,0.8657977751323155,1.9980746418436725e-05,0.00019669804065905474,2146.535453081131,False,0.2234926077169928,0.22543872354168007,0.3049857563141669,0.3075871686164708,2.471521637049215,0.522357901558907
84,0.1603275905134248,0.92775559425354,0.8657740695135934,1.9758002404996632e-05,0.0001944014730722069,2171.2309091091156,False,0.21112098520533343,0.21224543797906167,0.2832939769080358,0.27188693164739486,2.505585042135469,0.4774310227698596
85,0.17064938645382396,0.9280098506382534,0.8662069354738507,1.953415322678855e-05,0.00019209351085550978,2196.0231578350067,False,0.2095894223029308,0.209731652685628,0.28587118772420517,0.28078039150798,2.504539389250607,0.4815577055611331
86,0.16408254719171367,0.9281927517482212,0.8665280342102051,1.9309256983879493e-05,0.00018977475304068884,2220.950291156769,False,0.20916259262852316,0.2095931988730729,0.2877292361511078,0.2863459972049924,2.503108166928949,0.48488091889712226
87,0.1591629117238717,0.9282627361161369,0.8666583384786334,1.9083372048102196e-05,0.00018744580146146773,2245.6926555633545,True,0.20321383492270453,0.20313934010457932,0.2723099166435864,0.2614132138734082,2.524476251448023,0.4543503158970966
88,0.1584323324629518,0.9284734215055194,0.8670616405350822,1.8856557047904657e-05,0.00018510726059736205,2271.2522251605988,True,0.2075770108236586,0.20280717944879417,0.2837007871874335,0.28572769553369776,2.5087221977220655,0.47417415821077935
89,0.16066790274420722,0.9285278150013515,0.8672109501702445,1.8628870853133175e-05,0.00018275973741678711,2297.178940296173,True,0.22260831958234936,0.2194802374664786,0.3008088283657482,0.28912100127579426,2.476582848478494,0.49598947260902587
90,0.15412646947336978,0.927835328238351,0.8660317489079067,1.840037255975263e-05,0.00018040384121951873,2322.7025632858276,False,0.21556616291419828,0.21053010121586824,0.29127338388806273,0.2690822576555536,2.4931604407894716,0.46697619188025025
91,0.15629262733654897,0.9276002475193569,0.8656148484774998,1.8171121474508152e-05,0.0001780401834785498,2347.7571337223053,False,0.23344789052040893,0.21543734337239898,0.3067888399239244,0.26102489276647717,2.4597632703698915,0.46702681805899376
92,0.16188523832891807,0.9273255382265363,0.8651427456310817,1.7941177099532044e-05,0.00017566937768138233,2372.417303085327,False,0.2076551569208246,0.21301935395425667,0.2848515116715611,0.2964370051894817,2.5074933347517048,0.49381998207940336
93,0.163104062319779,0.9266367043767657,0.8639625140598842,1.7710599116899993e-05,0.0001732920391707967,2397.1003546714783,False,0.2159224696629174,0.21368554760274464,0.30195748345268053,0.3160736491651938,2.4821200513263264,0.5075291231990322
94,0.15696887549806815,0.9260023747171674,0.8628471834318978,1.747944737314059e-05,0.00017090878498513941,2421.885602235794,False,0.20018862600109122,0.21730932762002214,0.27277685474154767,0.28139208175753105,2.527034525321475,0.48657875613484747
95,0.1581691472989614,0.925701209477016,0.8623389346258981,1.7247781863702165e-05,0.00016852023369817083,2446.7589173316956,False,0.1975466303513305,0.21290275263281802,0.27258400712933006,0.29346396966540317,2.529869359757366,0.4930774713322287
96,0.15283047945284453,0.9259883505957467,0.8628518581390381,1.7015662717380958e-05,0.00016612700525851426,2471.5699076652527,False,0.17948831249500127,0.20331589236948328,0.23881915843644147,0.24506760351907053,2.5816925257958214,0.4422077020850982
97,0.1594227232405397,0.9258925318717957,0.8627036128725324,1.678315018071468e-05,0.0001637297208287482,2496.4943397045135,False,0.1800529391315323,0.1995270570444935,0.2399766426858119,0.23940544449626036,2.5799704210717103,0.43240295461582734
98,0.1514336858860782,0.9260846291269574,0.8630462714603969,1.6550304602345536e-05,0.00016132900262418354,2521.1310300827026,False,0.18474991302503724,0.19924806541684584,0.24522823531662338,0.23433434949450443,2.5700218433758306,0.42914217876566896
99,0.15715695172548294,0.9258022648947579,0.8625421098300389,1.631718641735672e-05,0.0001589254737513678,2546.057889699936,False,0.19390276573746915,0.20050421618818778,0.2615650803775623,0.23767577296524217,2.544532154428548,0.433854455697329
100,0.1512079275533801,0.9254009297915867,0.8618302345275879,1.60838561315865e-05,0.00015651975804635763,2570.820222377777,False,0.19802453903918926,0.20960104052245804,0.26055706993781097,0.24361628291487794,2.541418400396561,0.44809150348984694
101,0.14977230498048125,0.9252667256764003,0.8615432211330959,1.58503743059239e-05,0.00015411247991280189,2595.630098104477,False,0.19557091600661053,0.19629112349702454,0.26096015517696225,0.23927578186658016,2.5434689321394623,0.4288626620354014
102,0.1556504334582657,0.9253246699060712,0.8616106254713876,1.5616801540590137e-05,0.0001517042641598779,2620.4409594535828,False,0.20649827738312587,0.21456502744078004,0.27295844393557517,0.2609240270170437,2.5205432764004017,0.46844651291404743
103,0.15033724012433505,0.9259943195751735,0.8627708894865853,1.538319845940983e-05,0.00014929573584012231,2645.264130115509,False,0.2128986173054075,0.20890964443332688,0.2791444074723805,0.2498310362786271,2.507956980158543,0.45265953453696034
104,0.15099105764119353,0.9268321309770856,0.8642164383615766,1.5149625694076064e-05,0.0001468875200871983,2670.0797600746155,False,0.20236836085722235,0.20251237269016756,0.2713622223142663,0.2546825930042334,2.5262694166960387,0.44949652453264605
105,0.15580019880025114,0.9267083236149379,0.8640026279858181,1.4916143868413464e-05,0.00014448024195364253,2694.9424381256104,False,0.20832819081150428,0.21224659532431456,0.28132454685144254,0.2737244925418129,2.510347267101551,0.4732871263859783
106,0.14891223707160012,0.9276802454675946,0.8657056263514927,1.4682813582643243e-05,0.0001420745262486323,2719.807938337326,False,0.1747078215882407,0.19327014722644248,0.2401505918354037,0.23864972742258714,2.585141588480308,0.4258657515821842
107,0.15051064469286654,0.9285463094711304,0.8672300917761666,1.4449695397654431e-05,0.00013967099737581662,2744.673994779587,True,0.1925696165239888,0.20523360700336757,0.2615046354579932,0.24529390712311208,2.5459257438265044,0.44571700352161375
108,0.14915109462425358,0.9285781128065926,0.8673061302730015,1.421684981928529e-05,0.000137270279171252,2770.1391065120697,True,0.1909744672416027,0.19791742105010746,0.265273005642591,0.2660798383162971,2.5437525131476337,0.4557414480701399
109,0.15112861111515857,0.9282268370900836,0.8667094111442566,1.398433728261901e-05,0.00013487299474148587,2795.7806951999664,False,0.201005126601908,0.20616382438986053,0.27135931178180756,0.2719546707330601,2.5276355617724615,0.46838747908137957
110,0.14703485866387686,0.9278185026986259,0.8660111682755607,1.37522181362978e-05,0.00013247976630182927,2820.7973914146423,False,0.20314804278364293,0.2048114584902512,0.26797195591385764,0.24087246299580808,2.528880004738939,0.4407107638891887
111,0.14988491610913982,0.9282579251698085,0.8667791996683393,1.352055262685938e-05,0.00013009121501486072,2845.8092584609985,False,0.21866982252015893,0.2138261386905877,0.28685713881690955,0.2565269867320184,2.494473036609847,0.46268345759247775
112,0.152512254529312,0.9273563282830375,0.8651725479534694,1.3289400883099978e-05,0.00012770796082920343,2870.773978471756,False,0.22172804898237167,0.2205969356207615,0.2848898510760146,0.25129037579999386,2.493382098037621,0.46662675241400775
113,0.1590097955748683,0.9270579133714948,0.8646173306873867,1.3058822900467927e-05,0.0001253306223186178,2895.93474316597,False,0.21509353668308528,0.20832495932460718,0.28370880344593574,0.25466607460465496,2.5011976556531312,0.4564774351514085
114,0.14869252006050016,0.9270134227616447,0.8645149384226117,1.2828878525491822e-05,0.00012295981652145037,2920.6914851665497,False,0.21891124579487448,0.20491640652584964,0.28565850976180157,0.23439227072607632,2.49543024141213,0.4345912015790054
115,0.1469679763082598,0.9275473867143903,0.8654333778790065,1.259962744024734e-05,0.00012059615878048141,2945.7359998226166,False,0.19855280649810148,0.19477926123922049,0.26800310135409555,0.26232906086421026,2.5334440967183687,0.44620502431618464
116,0.14516890171121377,0.9282253980636597,0.8666187865393502,1.2371129146866799e-05,0.00011824026258321306,2970.5816996097565,False,0.19883303308510222,0.19836830503451444,0.2640352483209351,0.2481510479545329,2.537131720534686,0.43907854881243535
117,0.14777322699789142,0.9285239492143903,0.867148756980896,1.2143442952095315e-05,0.00011589273940263811,2996.0701899528503,False,0.20164611132755264,0.19974778446367608,0.2650923305820545,0.2418152940062167,2.533261555864893,0.43570439056644256
118,0.15102452271785893,0.9289405941963196,0.8679035816873822,1.191662795189778e-05,0.00011355419853853247,3021.459901332855,True,0.2206848882471115,0.20920611521660873,0.2921316040678207,0.26967193914942633,2.4871835046030326,0.4668194580289962
119,0.1468714995950949,0.9295487063271659,0.8689818126814706,1.1690743016120481e-05,0.00011122524695931135,3047.700542449951,True,0.20514871983804964,0.19596500104141878,0.2789821517101393,0.25629945929541575,2.5158691265935014,0.44104450354747676
120,0.15137570742212358,0.9290381499699184,0.8681026015962873,1.1465846773211424e-05,0.00010890648914449039,3073.7748486995697,False,0.20780906312946423,0.19903802316648542,0.2787216488814688,0.25277089511080486,2.513469287316347,0.4427462779594631
