epoch,train_loss,validation_dice,validation_iou,encoder_lr,decoder_lr,elapsed_seconds,is_best,fg_mscb_alpha1_mean,fg_mscb_alpha1_std,fg_mscb_alpha3_mean,fg_mscb_alpha3_std,fg_mscb_alpha5_mean,fg_mscb_alpha5_std,fg_mscb_guidance_strength
1,1.2496662520129105,0.23839893511363439,0.13557292520999908,8.4e-06,8.399999999999998e-05,42.988688468933105,True,0.9997165958634738,0.00015221596298012926,0.9999587405139002,6.994110003473742e-05,1.0003246626360662,0.00021431758006087404,0.05048578605055809
2,0.8899293747104582,0.2544204464980534,0.14604290894099645,1.3799999999999998e-05,0.00013799999999999997,80.17598724365234,True,0.9989837446706048,0.0003708498197162801,1.0004694620905252,0.00046302179102716156,1.000546797719495,0.00016892428487593074,0.051095567643642426
3,0.8079148589587603,0.30916679331234526,0.18331418079989298,1.9199999999999996e-05,0.00019199999999999995,117.36484003067017,True,0.9949487587912329,0.0022340972577074075,1.0020691567042779,0.0004491779332842868,1.0029820872175284,0.002297914197140693,0.06227251514792442
4,0.7323252949558321,0.3820794139589582,0.23686444546495164,2.4599999999999995e-05,0.00024599999999999996,154.55600881576538,True,0.964535023837254,0.02891310244577389,0.9991191765768774,0.004229671347998279,1.0363457992159086,0.027746883499054714,0.08204828202724457
5,0.5522658028563515,0.4300036941255842,0.27501304873398374,2.9999999999999997e-05,0.0003,192.18893814086914,True,0.9046072394683443,0.049826868442358965,1.0163532273933806,0.015017225636763342,1.0790395348647546,0.038421194339594185,0.08734868466854095
6,0.4615963483850161,0.3356078863143921,0.203162710581507,2.999811826208493e-05,0.0002999805986332205,229.94070768356323,False,0.9424114370757136,0.04037617893432766,1.0012790853812776,0.003027117715542039,1.0563094811603941,0.039878316116526515,0.08189678192138672
7,0.4246705780263807,0.2469670453241893,0.14168081219707215,2.9992473536744915e-05,0.00029992239956850794,266.5895035266876,False,0.9600848858931968,0.039318360779662324,0.9998929361639352,0.0024745742945320934,1.040022177942868,0.03936551356223741,0.08284910768270493
8,0.3941773669641526,0.3798857501574925,0.23505224926131113,2.9983067289068734e-05,0.0002998254179114328,302.94663548469543,False,0.996976078502063,0.030932711590061605,0.9957646006962348,0.0062130516356048385,1.0072593176775966,0.025639350869137885,0.08185820281505585
9,0.3706567663638318,0.5663049561636788,0.39630124398640226,2.9969901960448513e-05,0.00029968967883358983,339.5174934864044,True,0.9994064609757786,0.04347230677421202,0.9961078174771933,0.0077554400604207254,1.0044857259865465,0.03807912773623332,0.08392328768968582
10,0.3508071044429404,0.7046387195587158,0.5453363656997681,2.9952980967946045e-05,0.0002995152175660644,376.49629163742065,True,1.098968950879985,0.08843263608844514,0.9861149177469056,0.01598344994213571,0.9149161319486027,0.07951028358835212,0.0851273238658905
