variant,status,epochs,best_epoch,selection_dice,kvasir_dice,clinicdb_dice,kvasir_soft_dice,clinicdb_soft_dice,elapsed_seconds,eligible_for_manuscript
baseline,PASS,12,11,0.07879676836477066,0.1263406783156097,0.03125285841393164,0.24137621497735381,0.1812033333304909,77.26831270000548,False
baseline_msc,PASS,12,12,0.5033466496151842,0.5547228539828211,0.45197044524754726,0.4122323792800307,0.3369908822520125,78.01531409999006,False
baseline_msc_bsei,PASS,12,3,0.05924593599118863,0.07736986153526232,0.04112201044711495,0.20967330653220415,0.1466282632562422,86.26999810000416,False
baseline_msc_bsei_detail,PASS,12,11,0.2820865366882607,0.3493199579976499,0.2148531153788715,0.3031341340020299,0.22197735381703224,96.5362146999978,False
baseline_msc_bsei_detail_gdf,PASS,12,7,0.3217614569227613,0.39614432211674283,0.24737859172877977,0.305577146615833,0.2307732042165533,92.29270409999299,False
full,PASS,12,11,0.3124459124510852,0.3747006793669425,0.250191145535228,0.30943212304264306,0.23543127151506563,95.17189399999916,False
